ID;Scope;Level 1;Level 2;Level 3;Level 4;Column Text;UOM;GHG/Unit;GHG Conversion Factor 2024;;;
14_303_3086_9_2;Scope 3;UK electricity T&D for EVs;Vans;Class I (up to 1.305 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Vans Class I (up to 1.305 tonnes)','UK electricity T&D for EVs','miles','14_303_3086_9_3');";;
14_303_3086_9_3;Scope 3;UK electricity T&D for EVs;Vans;Class I (up to 1.305 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Vans Class I (up to 1.305 tonnes)','UK electricity T&D for EVs','miles','14_303_3086_9_4');";;
14_303_3086_9_4;Scope 3;UK electricity T&D for EVs;Vans;Class I (up to 1.305 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Vans Class I (up to 1.305 tonnes)','UK electricity T&D for EVs','miles','14_303_3087_9_1');";;
14_303_3087_9_1;Scope 3;UK electricity T&D for EVs;Vans;Class I (up to 1.305 tonnes);;Battery Electric Vehicle;miles;kgCO2e;0,00556;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class I (up to 1.305 tonnes)','miles','kgCO2e','Scope 3','0,00556', '14_303_3087_9_1');";;
14_303_3087_9_2;Scope 3;UK electricity T&D for EVs;Vans;Class I (up to 1.305 tonnes);;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,00551;"call _emissionsRefInsert('Vans Class I (up to 1.305 tonnes)','UK electricity T&D for EVs','miles','14_303_3087_9_3');";;
14_303_3087_9_3;Scope 3;UK electricity T&D for EVs;Vans;Class I (up to 1.305 tonnes);;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00002;"call _emissionsRefInsert('Vans Class I (up to 1.305 tonnes)','UK electricity T&D for EVs','miles','14_303_3087_9_4');";;
14_303_3087_9_4;Scope 3;UK electricity T&D for EVs;Vans;Class I (up to 1.305 tonnes);;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00003;"call _emissionsRefInsert('Vans Class I (up to 1.305 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3093_14_1');";;
14_303_3093_14_1;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3093_14_2');";;
14_303_3093_14_2;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3093_14_3');";;
14_303_3093_14_3;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3093_14_4');";;
14_303_3093_14_4;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3094_14_1');";;
14_303_3094_14_1;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;tonne.km;kgCO2e;0,02268;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class II (1.305 to 1.74 tonnes)','tonne.km','kgCO2e','Scope 3','0,02268', '14_303_3094_14_1');";;
14_303_3094_14_2;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of CO2 per unit;0,02248;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3094_14_3');";;
14_303_3094_14_3;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of CH4 per unit;0,00008;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3094_14_4');";;
14_303_3094_14_4;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of N2O per unit;0,00012;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','km','14_303_3093_4_1');";;
14_303_3093_4_1;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','km','14_303_3093_4_2');";;
14_303_3093_4_2;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','km','14_303_3093_4_3');";;
14_303_3093_4_3;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','km','14_303_3093_4_4');";;
14_303_3093_4_4;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','km','14_303_3094_4_1');";;
14_303_3094_4_1;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;km;kgCO2e;0,00533;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class II (1.305 to 1.74 tonnes)','km','kgCO2e','Scope 3','0,00533', '14_303_3094_4_1');";;
14_303_3094_4_2;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,00528;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','km','14_303_3094_4_3');";;
14_303_3094_4_3;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00002;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','km','14_303_3094_4_4');";;
14_303_3094_4_4;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00003;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','miles','14_303_3093_9_1');";;
14_303_3093_9_1;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','miles','14_303_3093_9_2');";;
14_303_3093_9_2;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','miles','14_303_3093_9_3');";;
14_303_3093_9_3;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','miles','14_303_3093_9_4');";;
14_303_3093_9_4;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','miles','14_303_3094_9_1');";;
14_303_3094_9_1;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;miles;kgCO2e;0,00857;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class II (1.305 to 1.74 tonnes)','miles','kgCO2e','Scope 3','0,00857', '14_303_3094_9_1');";;
14_303_3094_9_2;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,00850;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','miles','14_303_3094_9_3');";;
14_303_3094_9_3;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00003;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','miles','14_303_3094_9_4');";;
14_303_3094_9_4;Scope 3;UK electricity T&D for EVs;Vans;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00004;"call _emissionsRefInsert('Vans Class II (1.305 to 1.74 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3100_14_1');";;
14_303_3100_14_1;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kgCO2e;0,00365;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class III (1.74 to 3.5 tonnes)','tonne.km','kgCO2e','Scope 3','0,00365', '14_303_3100_14_1');";;
14_303_3100_14_2;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of CO2 per unit;0,00362;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3100_14_3');";;
14_303_3100_14_3;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3100_14_4');";;
14_303_3100_14_4;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of N2O per unit;0,00002;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3101_14_1');";;
14_303_3101_14_1;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;tonne.km;kgCO2e;0,01922;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class III (1.74 to 3.5 tonnes)','tonne.km','kgCO2e','Scope 3','0,01922', '14_303_3101_14_1');";;
14_303_3101_14_2;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of CO2 per unit;0,01903;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3101_14_3');";;
14_303_3101_14_3;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of CH4 per unit;0,00008;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3101_14_4');";;
14_303_3101_14_4;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of N2O per unit;0,00011;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3100_4_1');";;
14_303_3100_4_1;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;km;kgCO2e;0,00146;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class III (1.74 to 3.5 tonnes)','km','kgCO2e','Scope 3','0,00146', '14_303_3100_4_1');";;
14_303_3100_4_2;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;0,00144;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3100_4_3');";;
14_303_3100_4_3;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3100_4_4');";;
14_303_3100_4_4;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;0,00001;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3101_4_1');";;
14_303_3101_4_1;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;km;kgCO2e;0,00725;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class III (1.74 to 3.5 tonnes)','km','kgCO2e','Scope 3','0,00725', '14_303_3101_4_1');";;
14_303_3101_4_2;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,00719;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3101_4_3');";;
14_303_3101_4_3;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00002;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3101_4_4');";;
14_303_3101_4_4;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00004;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3100_9_1');";;
14_303_3100_9_1;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kgCO2e;0,00233;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class III (1.74 to 3.5 tonnes)','miles','kgCO2e','Scope 3','0,00233', '14_303_3100_9_1');";;
14_303_3100_9_2;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;0,00231;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3100_9_3');";;
14_303_3100_9_3;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3100_9_4');";;
14_303_3100_9_4;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;0,00001;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3101_9_1');";;
14_303_3101_9_1;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;miles;kgCO2e;0,01166;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Class III (1.74 to 3.5 tonnes)','miles','kgCO2e','Scope 3','0,01166', '14_303_3101_9_1');";;
14_303_3101_9_2;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,01157;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3101_9_3');";;
14_303_3101_9_3;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00004;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3101_9_4');";;
14_303_3101_9_4;Scope 3;UK electricity T&D for EVs;Vans;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00005;"call _emissionsRefInsert('Vans Class III (1.74 to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3107_14_1');";;
14_303_3107_14_1;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kgCO2e;0,00365;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Average (up to 3.5 tonnes)','tonne.km','kgCO2e','Scope 3','0,00365', '14_303_3107_14_1');";;
14_303_3107_14_2;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of CO2 per unit;0,00362;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3107_14_3');";;
14_303_3107_14_3;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3107_14_4');";;
14_303_3107_14_4;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;tonne.km;kg CO2e of N2O per unit;0,00002;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3108_14_1');";;
14_303_3108_14_1;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;tonne.km;kgCO2e;0,02066;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Average (up to 3.5 tonnes)','tonne.km','kgCO2e','Scope 3','0,02066', '14_303_3108_14_1');";;
14_303_3108_14_2;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of CO2 per unit;0,02046;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3108_14_3');";;
14_303_3108_14_3;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of CH4 per unit;0,00008;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','tonne.km','14_303_3108_14_4');";;
14_303_3108_14_4;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;tonne.km;kg CO2e of N2O per unit;0,00012;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3107_4_1');";;
14_303_3107_4_1;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;km;kgCO2e;0,00146;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Average (up to 3.5 tonnes)','km','kgCO2e','Scope 3','0,00146', '14_303_3107_4_1');";;
14_303_3107_4_2;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;0,00144;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3107_4_3');";;
14_303_3107_4_3;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3107_4_4');";;
14_303_3107_4_4;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;0,00001;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3108_4_1');";;
14_303_3108_4_1;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;km;kgCO2e;0,00644;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Average (up to 3.5 tonnes)','km','kgCO2e','Scope 3','0,00644', '14_303_3108_4_1');";;
14_303_3108_4_2;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,00639;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3108_4_3');";;
14_303_3108_4_3;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00002;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','km','14_303_3108_4_4');";;
14_303_3108_4_4;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00003;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3107_9_1');";;
14_303_3107_9_1;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kgCO2e;0,00233;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Average (up to 3.5 tonnes)','miles','kgCO2e','Scope 3','0,00233', '14_303_3107_9_1');";;
14_303_3107_9_2;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;0,00231;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3107_9_3');";;
14_303_3107_9_3;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3107_9_4');";;
14_303_3107_9_4;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;0,00001;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3108_9_1');";;
14_303_3108_9_1;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;miles;kgCO2e;0,01035;"call _emissionsRefInsert('UK electricity T&D for EVs','Vans','Average (up to 3.5 tonnes)','miles','kgCO2e','Scope 3','0,01035', '14_303_3108_9_1');";;
14_303_3108_9_2;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,01028;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3108_9_3');";;
14_303_3108_9_3;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00003;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','UK electricity T&D for EVs','miles','14_303_3108_9_4');";;
14_303_3108_9_4;Scope 3;UK electricity T&D for EVs;Vans;Average (up to 3.5 tonnes);;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00004;"call _emissionsRefInsert('Vans Average (up to 3.5 tonnes)','WTT- UK electricity','kWh','15_917_4000_5_1');";;
15_917_4000_5_1;Scope 3;WTT- UK electricity;WTT- UK electricity (generation);Electricity: UK;kWh;;kWh;kgCO2e;0,04590;"call _emissionsRefInsert('WTT- UK electricity','WTT- UK electricity (generation)','Electricity: UK','kWh','kgCO2e','Scope 3','0,0459', '15_917_4000_5_1');";;
15_918_4000_5_1;Scope 3;WTT- UK electricity;WTT- UK electricity (T&D);Electricity: UK;kWh;;kWh;kgCO2e;0,00397;"call _emissionsRefInsert('WTT- UK electricity','WTT- UK electricity (T&D)','Electricity: UK','kWh','kgCO2e','Scope 3','0,00397', '15_918_4000_5_1');";;
16_919_4002_5_1;Scope 3;WTT- heat and steam;WTT- heat and steam;Onsite heat and steam;kWh;;kWh;kgCO2e;0,03341;"call _emissionsRefInsert('WTT- heat and steam','WTT- heat and steam','Onsite heat and steam','kWh','kgCO2e','Scope 3','0,03341', '16_919_4002_5_1');";;
16_919_4003_5_1;Scope 3;WTT- heat and steam;WTT- heat and steam;District heat and steam;kWh;;kWh;kgCO2e;0,03341;"call _emissionsRefInsert('WTT- heat and steam','WTT- heat and steam','District heat and steam','kWh','kgCO2e','Scope 3','0,03341', '16_919_4003_5_1');";;
16_920_4004_5_1;Scope 3;WTT- heat and steam;WTT- district heat & steam distribution;5% loss;kWh;;kWh;kgCO2e;0,00176;"call _emissionsRefInsert('WTT- heat and steam','WTT- district heat & steam distribution','5% loss','kWh','kgCO2e','Scope 3','0,00176', '16_920_4004_5_1');";;
17_404_4005_1_1;Scope 3;Water supply;Water supply;Water supply;;;cubic metres;kgCO2e;0,15311;"call _emissionsRefInsert('Water supply','Water supply','Water supply','cubic metres','kgCO2e','Scope 3','0,15311', '17_404_4005_1_1');";;
17_404_4005_10_1;Scope 3;Water supply;Water supply;Water supply;;;million litres;kgCO2e;153,10865;"call _emissionsRefInsert('Water supply','Water supply','Water supply','million litres','kgCO2e','Scope 3','153,10865', '17_404_4005_10_1');";;
18_405_4006_1_1;Scope 3;Water treatment;Water treatment;Water treatment;;;cubic metres;kgCO2e;0,18574;"call _emissionsRefInsert('Water treatment','Water treatment','Water treatment','cubic metres','kgCO2e','Scope 3','0,18574', '18_405_4006_1_1');";;
18_405_4006_10_1;Scope 3;Water treatment;Water treatment;Water treatment;;;million litres;kgCO2e;185,74120;"call _emissionsRefInsert('Water treatment','Water treatment','Water treatment','million litres','kgCO2e','Scope 3','185,7412', '18_405_4006_10_1');";;
19_500_5000_15_1;Scope 3;Material use;Construction;Aggregates;;Primary material production;tonnes;kgCO2e;7,75127;"call _emissionsRefInsert('Material use','Construction','Aggregates','tonnes','kgCO2e','Scope 3','7,75127', '19_500_5000_15_1');";;
19_500_5001_15_1;Scope 3;Material use;Construction;Aggregates;;Re-used;tonnes;kgCO2e;2,21000;"call _emissionsRefInsert('Material use','Construction','Aggregates','tonnes','kgCO2e','Scope 3','2,21', '19_500_5001_15_1');";;
