ID;Scope;Level 1;Level 2;Level 3;Level 4;Column Text;UOM;GHG/Unit;GHG Conversion Factor 2024;;;
19_500_5002_15_1;Scope 3;Material use;Construction;Aggregates;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Aggregates','Material use','tonnes','19_500_5003_15_1');";;
19_500_5003_15_1;Scope 3;Material use;Construction;Aggregates;;Closed-loop source;tonnes;kgCO2e;3,19485;"call _emissionsRefInsert('Material use','Construction','Aggregates','tonnes','kgCO2e','Scope 3','3,19485', '19_500_5003_15_1');";;
19_500_5004_15_1;Scope 3;Material use;Construction;Average construction;;Primary material production;tonnes;kgCO2e;74,88652;"call _emissionsRefInsert('Material use','Construction','Average construction','tonnes','kgCO2e','Scope 3','74,88652', '19_500_5004_15_1');";;
19_500_5005_15_1;Scope 3;Material use;Construction;Average construction;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Average construction','Material use','tonnes','19_500_5006_15_1');";;
19_500_5006_15_1;Scope 3;Material use;Construction;Average construction;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Average construction','Material use','tonnes','19_500_5007_15_1');";;
19_500_5007_15_1;Scope 3;Material use;Construction;Average construction;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Average construction','Material use','tonnes','19_500_5008_15_1');";;
19_500_5008_15_1;Scope 3;Material use;Construction;Asbestos;;Primary material production;tonnes;kgCO2e;27,00000;"call _emissionsRefInsert('Material use','Construction','Asbestos','tonnes','kgCO2e','Scope 3','27', '19_500_5008_15_1');";;
19_500_5009_15_1;Scope 3;Material use;Construction;Asbestos;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Asbestos','Material use','tonnes','19_500_5010_15_1');";;
19_500_5010_15_1;Scope 3;Material use;Construction;Asbestos;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Asbestos','Material use','tonnes','19_500_5011_15_1');";;
19_500_5011_15_1;Scope 3;Material use;Construction;Asbestos;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Asbestos','Material use','tonnes','19_500_5012_15_1');";;
19_500_5012_15_1;Scope 3;Material use;Construction;Asphalt;;Primary material production;tonnes;kgCO2e;39,21249;"call _emissionsRefInsert('Material use','Construction','Asphalt','tonnes','kgCO2e','Scope 3','39,21249', '19_500_5012_15_1');";;
19_500_5013_15_1;Scope 3;Material use;Construction;Asphalt;;Re-used;tonnes;kgCO2e;1,73826;"call _emissionsRefInsert('Material use','Construction','Asphalt','tonnes','kgCO2e','Scope 3','1,73826', '19_500_5013_15_1');";;
19_500_5014_15_1;Scope 3;Material use;Construction;Asphalt;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Asphalt','Material use','tonnes','19_500_5015_15_1');";;
19_500_5015_15_1;Scope 3;Material use;Construction;Asphalt;;Closed-loop source;tonnes;kgCO2e;28,65485;"call _emissionsRefInsert('Material use','Construction','Asphalt','tonnes','kgCO2e','Scope 3','28,65485', '19_500_5015_15_1');";;
19_500_5016_15_1;Scope 3;Material use;Construction;Bricks;;Primary material production;tonnes;kgCO2e;241,75127;"call _emissionsRefInsert('Material use','Construction','Bricks','tonnes','kgCO2e','Scope 3','241,75127', '19_500_5016_15_1');";;
19_500_5017_15_1;Scope 3;Material use;Construction;Bricks;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Bricks','Material use','tonnes','19_500_5018_15_1');";;
19_500_5018_15_1;Scope 3;Material use;Construction;Bricks;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Bricks','Material use','tonnes','19_500_5019_15_1');";;
19_500_5019_15_1;Scope 3;Material use;Construction;Bricks;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Bricks','Material use','tonnes','19_500_5020_15_1');";;
19_500_5020_15_1;Scope 3;Material use;Construction;Concrete;;Primary material production;tonnes;kgCO2e;118,75127;"call _emissionsRefInsert('Material use','Construction','Concrete','tonnes','kgCO2e','Scope 3','118,75127', '19_500_5020_15_1');";;
19_500_5021_15_1;Scope 3;Material use;Construction;Concrete;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Concrete','Material use','tonnes','19_500_5022_15_1');";;
19_500_5022_15_1;Scope 3;Material use;Construction;Concrete;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Concrete','Material use','tonnes','19_500_5023_15_1');";;
19_500_5023_15_1;Scope 3;Material use;Construction;Concrete;;Closed-loop source;tonnes;kgCO2e;3,19485;"call _emissionsRefInsert('Material use','Construction','Concrete','tonnes','kgCO2e','Scope 3','3,19485', '19_500_5023_15_1');";;
19_500_5024_15_1;Scope 3;Material use;Construction;Insulation;;Primary material production;tonnes;kgCO2e;1861,75127;"call _emissionsRefInsert('Material use','Construction','Insulation','tonnes','kgCO2e','Scope 3','1861,75127', '19_500_5024_15_1');";;
19_500_5025_15_1;Scope 3;Material use;Construction;Insulation;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Insulation','Material use','tonnes','19_500_5026_15_1');";;
19_500_5026_15_1;Scope 3;Material use;Construction;Insulation;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Insulation','Material use','tonnes','19_500_5027_15_1');";;
19_500_5027_15_1;Scope 3;Material use;Construction;Insulation;;Closed-loop source;tonnes;kgCO2e;1852,08114;"call _emissionsRefInsert('Material use','Construction','Insulation','tonnes','kgCO2e','Scope 3','1852,08114', '19_500_5027_15_1');";;
19_500_5028_15_1;Scope 3;Material use;Construction;Metals;;Primary material production;tonnes;kgCO2e;3815,78473;"call _emissionsRefInsert('Material use','Construction','Metals','tonnes','kgCO2e','Scope 3','3815,78473', '19_500_5028_15_1');";;
19_500_5029_15_1;Scope 3;Material use;Construction;Metals;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Metals','Material use','tonnes','19_500_5030_15_1');";;
19_500_5030_15_1;Scope 3;Material use;Construction;Metals;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Metals','Material use','tonnes','19_500_5031_15_1');";;
19_500_5031_15_1;Scope 3;Material use;Construction;Metals;;Closed-loop source;tonnes;kgCO2e;1630,78661;"call _emissionsRefInsert('Material use','Construction','Metals','tonnes','kgCO2e','Scope 3','1630,78661', '19_500_5031_15_1');";;
19_500_5032_15_1;Scope 3;Material use;Construction;Soils;;Primary material production;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Soils','Material use','tonnes','19_500_5033_15_1');";;
19_500_5033_15_1;Scope 3;Material use;Construction;Soils;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Soils','Material use','tonnes','19_500_5034_15_1');";;
19_500_5034_15_1;Scope 3;Material use;Construction;Soils;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Soils','Material use','tonnes','19_500_5035_15_1');";;
19_500_5035_15_1;Scope 3;Material use;Construction;Soils;;Closed-loop source;tonnes;kgCO2e;0,98485;"call _emissionsRefInsert('Material use','Construction','Soils','tonnes','kgCO2e','Scope 3','0,98485', '19_500_5035_15_1');";;
19_500_5036_15_1;Scope 3;Material use;Construction;Mineral oil;;Primary material production;tonnes;kgCO2e;1401,00000;"call _emissionsRefInsert('Material use','Construction','Mineral oil','tonnes','kgCO2e','Scope 3','1401', '19_500_5036_15_1');";;
19_500_5037_15_1;Scope 3;Material use;Construction;Mineral oil;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Mineral oil','Material use','tonnes','19_500_5038_15_1');";;
19_500_5038_15_1;Scope 3;Material use;Construction;Mineral oil;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Mineral oil','Material use','tonnes','19_500_5039_15_1');";;
19_500_5039_15_1;Scope 3;Material use;Construction;Mineral oil;;Closed-loop source;tonnes;kgCO2e;676,00000;"call _emissionsRefInsert('Material use','Construction','Mineral oil','tonnes','kgCO2e','Scope 3','676', '19_500_5039_15_1');";;
19_500_5040_15_1;Scope 3;Material use;Construction;Plasterboard;;Primary material production;tonnes;kgCO2e;120,05000;"call _emissionsRefInsert('Material use','Construction','Plasterboard','tonnes','kgCO2e','Scope 3','120,05', '19_500_5040_15_1');";;
19_500_5041_15_1;Scope 3;Material use;Construction;Plasterboard;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Plasterboard','Material use','tonnes','19_500_5042_15_1');";;
19_500_5042_15_1;Scope 3;Material use;Construction;Plasterboard;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Plasterboard','Material use','tonnes','19_500_5043_15_1');";;
19_500_5043_15_1;Scope 3;Material use;Construction;Plasterboard;;Closed-loop source;tonnes;kgCO2e;32,17000;"call _emissionsRefInsert('Material use','Construction','Plasterboard','tonnes','kgCO2e','Scope 3','32,17', '19_500_5043_15_1');";;
19_500_5044_15_1;Scope 3;Material use;Construction;Tyres;;Primary material production;tonnes;kgCO2e;3335,57190;"call _emissionsRefInsert('Material use','Construction','Tyres','tonnes','kgCO2e','Scope 3','3335,5719', '19_500_5044_15_1');";;
19_500_5045_15_1;Scope 3;Material use;Construction;Tyres;;Re-used;tonnes;kgCO2e;731,21789;"call _emissionsRefInsert('Material use','Construction','Tyres','tonnes','kgCO2e','Scope 3','731,21789', '19_500_5045_15_1');";;
19_500_5046_15_1;Scope 3;Material use;Construction;Tyres;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Tyres','Material use','tonnes','19_500_5047_15_1');";;
19_500_5047_15_1;Scope 3;Material use;Construction;Tyres;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Tyres','Material use','tonnes','19_500_5048_15_1');";;
19_500_5048_15_1;Scope 3;Material use;Construction;Wood;;Primary material production;tonnes;kgCO2e;269,50416;"call _emissionsRefInsert('Material use','Construction','Wood','tonnes','kgCO2e','Scope 3','269,50416', '19_500_5048_15_1');";;
19_500_5049_15_1;Scope 3;Material use;Construction;Wood;;Re-used;tonnes;kgCO2e;38,54288;"call _emissionsRefInsert('Material use','Construction','Wood','tonnes','kgCO2e','Scope 3','38,54288', '19_500_5049_15_1');";;
19_500_5050_15_1;Scope 3;Material use;Construction;Wood;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Wood','Material use','tonnes','19_500_5051_15_1');";;
19_500_5051_15_1;Scope 3;Material use;Construction;Wood;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Construction Wood','Material use','tonnes','19_501_5052_15_1');";;
19_501_5052_15_1;Scope 3;Material use;Other;Books;;Primary material production;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Books','Material use','tonnes','19_501_5053_15_1');";;
19_501_5053_15_1;Scope 3;Material use;Other;Books;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Books','Material use','tonnes','19_501_5054_15_1');";;
19_501_5054_15_1;Scope 3;Material use;Other;Books;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Books','Material use','tonnes','19_501_5055_15_1');";;
19_501_5055_15_1;Scope 3;Material use;Other;Books;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Books','Material use','tonnes','19_501_5056_15_1');";;
19_501_5056_15_1;Scope 3;Material use;Other;Glass;;Primary material production;tonnes;kgCO2e;1402,76667;"call _emissionsRefInsert('Material use','Other','Glass','tonnes','kgCO2e','Scope 3','1402,76667', '19_501_5056_15_1');";;
19_501_5057_15_1;Scope 3;Material use;Other;Glass;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Glass','Material use','tonnes','19_501_5058_15_1');";;
19_501_5058_15_1;Scope 3;Material use;Other;Glass;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Glass','Material use','tonnes','19_501_5059_15_1');";;
19_501_5059_15_1;Scope 3;Material use;Other;Glass;;Closed-loop source;tonnes;kgCO2e;823,18954;"call _emissionsRefInsert('Material use','Other','Glass','tonnes','kgCO2e','Scope 3','823,18954', '19_501_5059_15_1');";;
19_501_5060_15_1;Scope 3;Material use;Other;Clothing;;Primary material production;tonnes;kgCO2e;22310,00000;"call _emissionsRefInsert('Material use','Other','Clothing','tonnes','kgCO2e','Scope 3','22310', '19_501_5060_15_1');";;
19_501_5061_15_1;Scope 3;Material use;Other;Clothing;;Re-used;tonnes;kgCO2e;152,25000;"call _emissionsRefInsert('Material use','Other','Clothing','tonnes','kgCO2e','Scope 3','152,25', '19_501_5061_15_1');";;
19_501_5062_15_1;Scope 3;Material use;Other;Clothing;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Clothing','Material use','tonnes','19_501_5063_15_1');";;
19_501_5063_15_1;Scope 3;Material use;Other;Clothing;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Clothing','Material use','tonnes','19_501_5064_15_1');";;
19_501_5064_15_1;Scope 3;Material use;Other;Food and drink;;Primary material production;tonnes;kgCO2e;3701,40359;"call _emissionsRefInsert('Material use','Other','Food and drink','tonnes','kgCO2e','Scope 3','3701,40359', '19_501_5064_15_1');";;
19_501_5065_15_1;Scope 3;Material use;Other;Food and drink;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Food and drink','Material use','tonnes','19_501_5066_15_1');";;
19_501_5066_15_1;Scope 3;Material use;Other;Food and drink;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Food and drink','Material use','tonnes','19_501_5067_15_1');";;
19_501_5067_15_1;Scope 3;Material use;Other;Food and drink;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Other Food and drink','Material use','tonnes','19_502_5068_15_1');";;
19_502_5068_15_1;Scope 3;Material use;Organic;Compost derived from garden waste;;Primary material production;tonnes;kgCO2e;112,01684;"call _emissionsRefInsert('Material use','Organic','Compost derived from garden waste','tonnes','kgCO2e','Scope 3','112,01684', '19_502_5068_15_1');";;
19_502_5069_15_1;Scope 3;Material use;Organic;Compost derived from garden waste;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Organic Compost derived from garden waste','Material use','tonnes','19_502_5070_15_1');";;
19_502_5070_15_1;Scope 3;Material use;Organic;Compost derived from garden waste;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Organic Compost derived from garden waste','Material use','tonnes','19_502_5071_15_1');";;
19_502_5071_15_1;Scope 3;Material use;Organic;Compost derived from garden waste;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Organic Compost derived from garden waste','Material use','tonnes','19_502_5072_15_1');";;
19_502_5072_15_1;Scope 3;Material use;Organic;Compost derived from food and garden waste;;Primary material production;tonnes;kgCO2e;114,83347;"call _emissionsRefInsert('Material use','Organic','Compost derived from food and garden waste','tonnes','kgCO2e','Scope 3','114,83347', '19_502_5072_15_1');";;
19_502_5073_15_1;Scope 3;Material use;Organic;Compost derived from food and garden waste;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Organic Compost derived from food and garden waste','Material use','tonnes','19_502_5074_15_1');";;
19_502_5074_15_1;Scope 3;Material use;Organic;Compost derived from food and garden waste;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Organic Compost derived from food and garden waste','Material use','tonnes','19_502_5075_15_1');";;
19_502_5075_15_1;Scope 3;Material use;Organic;Compost derived from food and garden waste;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Organic Compost derived from food and garden waste','Material use','tonnes','19_503_5076_15_1');";;
19_503_5076_15_1;Scope 3;Material use;Electrical items;Electrical items - fridges and freezers;;Primary material production;tonnes;kgCO2e;4363,33333;"call _emissionsRefInsert('Material use','Electrical items','Electrical items - fridges and freezers','tonnes','kgCO2e','Scope 3','4363,33333', '19_503_5076_15_1');";;
19_503_5077_15_1;Scope 3;Material use;Electrical items;Electrical items - fridges and freezers;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - fridges and freezers','Material use','tonnes','19_503_5078_15_1');";;
19_503_5078_15_1;Scope 3;Material use;Electrical items;Electrical items - fridges and freezers;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - fridges and freezers','Material use','tonnes','19_503_5079_15_1');";;
19_503_5079_15_1;Scope 3;Material use;Electrical items;Electrical items - fridges and freezers;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - fridges and freezers','Material use','tonnes','19_503_5080_15_1');";;
19_503_5080_15_1;Scope 3;Material use;Electrical items;Electrical items - large;;Primary material production;tonnes;kgCO2e;3267,00000;"call _emissionsRefInsert('Material use','Electrical items','Electrical items - large','tonnes','kgCO2e','Scope 3','3267', '19_503_5080_15_1');";;
19_503_5081_15_1;Scope 3;Material use;Electrical items;Electrical items - large;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - large','Material use','tonnes','19_503_5082_15_1');";;
19_503_5082_15_1;Scope 3;Material use;Electrical items;Electrical items - large;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - large','Material use','tonnes','19_503_5083_15_1');";;
19_503_5083_15_1;Scope 3;Material use;Electrical items;Electrical items - large;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - large','Material use','tonnes','19_503_5084_15_1');";;
19_503_5084_15_1;Scope 3;Material use;Electrical items;Electrical items - IT;;Primary material production;tonnes;kgCO2e;24865,47556;"call _emissionsRefInsert('Material use','Electrical items','Electrical items - IT','tonnes','kgCO2e','Scope 3','24865,47556', '19_503_5084_15_1');";;
19_503_5085_15_1;Scope 3;Material use;Electrical items;Electrical items - IT;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - IT','Material use','tonnes','19_503_5086_15_1');";;
19_503_5086_15_1;Scope 3;Material use;Electrical items;Electrical items - IT;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - IT','Material use','tonnes','19_503_5087_15_1');";;
19_503_5087_15_1;Scope 3;Material use;Electrical items;Electrical items - IT;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - IT','Material use','tonnes','19_503_5088_15_1');";;
19_503_5088_15_1;Scope 3;Material use;Electrical items;Electrical items - small;;Primary material production;tonnes;kgCO2e;5647,94563;"call _emissionsRefInsert('Material use','Electrical items','Electrical items - small','tonnes','kgCO2e','Scope 3','5647,94563', '19_503_5088_15_1');";;
19_503_5089_15_1;Scope 3;Material use;Electrical items;Electrical items - small;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - small','Material use','tonnes','19_503_5090_15_1');";;
19_503_5090_15_1;Scope 3;Material use;Electrical items;Electrical items - small;;Open-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - small','Material use','tonnes','19_503_5091_15_1');";;
19_503_5091_15_1;Scope 3;Material use;Electrical items;Electrical items - small;;Closed-loop source;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Electrical items - small','Material use','tonnes','19_503_5092_15_1');";;
19_503_5092_15_1;Scope 3;Material use;Electrical items;Batteries - Alkaline;;Primary material production;tonnes;kgCO2e;4633,47826;"call _emissionsRefInsert('Material use','Electrical items','Batteries - Alkaline','tonnes','kgCO2e','Scope 3','4633,47826', '19_503_5092_15_1');";;
19_503_5093_15_1;Scope 3;Material use;Electrical items;Batteries - Alkaline;;Re-used;tonnes;kg CO2e;;"call _emissionsRefInsert('Electrical items Batteries - Alkaline','Material use','tonnes','19_503_5094_15_1');";;
